folder,model,scenario,game_id,agent_id,category,rel_count,proc_count,text_len
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_041017,C,RELATIONAL,3,0,1687
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_041941,A,MIXED,3,4,1599
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_041941,B,RELATIONAL,3,2,1732
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_041941,C,RELATIONAL,3,0,1690
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_042424,A,MIXED,6,5,1587
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_042424,B,MIXED,3,3,1680
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_042424,C,RELATIONAL,2,1,1439
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_042928,A,PROCEDURAL,2,3,1675
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_042928,B,RELATIONAL,4,1,1765
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_042928,C,PROCEDURAL,2,3,1628
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_043506,A,MIXED,3,3,1596
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_043506,B,RELATIONAL,3,1,1813
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_043506,C,PROCEDURAL,0,3,1658
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_043940,A,RELATIONAL,3,1,1543
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_043940,B,RELATIONAL,4,1,1693
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_043940,C,PROCEDURAL,0,1,1645
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_044235,A,RELATIONAL,3,1,1493
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_044235,B,RELATIONAL,3,0,1697
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_044235,C,MIXED,1,1,1581
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_044522,A,RELATIONAL,3,0,1638
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_044522,B,RELATIONAL,4,0,1656
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_044522,C,RELATIONAL,6,1,1554
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_044803,A,RELATIONAL,2,0,1641
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_044803,B,RELATIONAL,3,0,1442
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_044803,C,MIXED,1,1,1589
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_132157,A,MIXED,2,2,1588
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_132157,B,RELATIONAL,10,2,1582
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_132157,C,MIXED,3,3,1773
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_132946,A,MIXED,4,3,1736
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_132946,B,RELATIONAL,8,4,1700
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_132946,C,PROCEDURAL,0,2,1710
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_133559,A,RELATIONAL,2,0,1708
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_133559,B,PROCEDURAL,2,3,1707
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_133559,C,PROCEDURAL,1,3,1635
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_134101,A,PROCEDURAL,0,1,1645
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_134101,B,RELATIONAL,7,2,1727
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_134101,C,MIXED,2,2,1467
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_134352,A,PROCEDURAL,2,3,1746
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_134352,B,MIXED,4,3,1607
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_134352,C,MIXED,2,2,1752
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_134651,A,PROCEDURAL,2,4,1762
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_134651,B,RELATIONAL,1,0,1561
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_134651,C,RELATIONAL,3,2,1630
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_134916,A,MIXED,1,1,1685
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_134916,B,PROCEDURAL,0,1,1471
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_134916,C,RELATIONAL,3,1,1408
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_135231,A,RELATIONAL,1,0,1643
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_135231,B,RELATIONAL,3,2,1563
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_135231,C,RELATIONAL,3,1,1543
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_135527,A,RELATIONAL,1,0,1555
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_135527,B,RELATIONAL,4,2,1437
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_135527,C,MIXED,1,1,1463
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_135758,A,RELATIONAL,5,0,1702
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_135758,B,RELATIONAL,2,1,1435
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_135758,C,PROCEDURAL,0,1,1459
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_135953,A,RELATIONAL,5,0,1661
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_135953,B,RELATIONAL,2,1,1585
rough_start_high_reflection_max_20251210_132157,gpt5.1-high,recovery,20251210_135953,C,MIXED,1,1,1538
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_174853,A,RELATIONAL,8,2,1545
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_174853,B,RELATIONAL,5,3,1473
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_174853,C,RELATIONAL,7,1,1732
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_175433,A,RELATIONAL,6,3,1770
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_175433,B,MIXED,4,3,1683
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_175433,C,RELATIONAL,5,1,1737
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_175822,A,RELATIONAL,8,2,1770
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_175822,B,PROCEDURAL,0,3,1842
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_175822,C,RELATIONAL,4,1,1749
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_180100,A,RELATIONAL,9,4,1642
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_180100,B,PROCEDURAL,0,1,1686
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_180100,C,RELATIONAL,7,1,1672
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_180333,A,RELATIONAL,9,1,1746
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_180333,B,PROCEDURAL,1,2,1625
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_180333,C,RELATIONAL,7,1,1681
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_180617,A,RELATIONAL,10,2,1754
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_180617,B,RELATIONAL,2,1,1606
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_180617,C,RELATIONAL,5,2,1627
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_180920,A,RELATIONAL,9,1,1715
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_180920,B,MIXED,2,2,1761
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_180920,C,RELATIONAL,6,1,1761
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_181237,A,RELATIONAL,6,0,1708
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_181237,B,RELATIONAL,2,1,1586
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_181237,C,RELATIONAL,9,0,1778
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_181605,A,RELATIONAL,7,1,1780
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_181605,B,MIXED,2,2,1498
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_181605,C,RELATIONAL,4,0,1740
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_181811,A,RELATIONAL,6,1,1931
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_181811,B,RELATIONAL,2,1,1475
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_181811,C,RELATIONAL,5,0,1537
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_181942,A,RELATIONAL,11,0,1523
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_181942,B,RELATIONAL,3,2,1527
rough_start_high_reflection_max_openai_20260517_174853,gpt-5.1-2025-11-13,recovery,20260517_181942,C,RELATIONAL,5,0,1358
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002459,A,PROCEDURAL,2,6,1559
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002459,B,PROCEDURAL,1,2,1684
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002459,C,MIXED,1,1,1595
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002550,A,PROCEDURAL,1,4,1651
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002550,B,MIXED,3,4,1645
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002550,C,PROCEDURAL,2,3,1598
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002638,A,PROCEDURAL,1,4,1757
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002638,B,MIXED,3,3,1685
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002638,C,PROCEDURAL,2,3,1742
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002730,A,PROCEDURAL,2,4,1708
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002730,B,PROCEDURAL,1,3,1682
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002730,C,MIXED,2,2,1641
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002823,A,PROCEDURAL,2,3,1902
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002823,B,MIXED,2,2,1771
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002823,C,MIXED,2,2,1539
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002912,A,PROCEDURAL,1,2,1843
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002912,B,MIXED,1,1,1709
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002912,C,RELATIONAL,3,1,1670
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002958,A,PROCEDURAL,1,2,1780
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002958,B,MIXED,1,1,1645
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_002958,C,RELATIONAL,2,1,1700
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_003041,A,PROCEDURAL,0,3,1698
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_003041,B,MIXED,1,1,1726
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_003041,C,PROCEDURAL,1,4,1659
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_003124,A,PROCEDURAL,0,3,1765
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_003124,B,PROCEDURAL,0,2,1573
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_003124,C,PROCEDURAL,1,3,1653
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_003211,A,PROCEDURAL,0,2,1625
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_003211,B,PROCEDURAL,0,3,1679
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_003211,C,PROCEDURAL,1,2,1605
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_003255,A,PROCEDURAL,0,1,1666
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_003255,B,PROCEDURAL,0,2,1662
rough_start_none_reflection_max_20251213_002459,gpt5.1-high,recovery,20251213_003255,C,PROCEDURAL,1,3,1623
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182625,A,PROCEDURAL,0,5,1614
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182625,B,RELATIONAL,4,1,1848
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182625,C,RELATIONAL,6,1,1647
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182709,A,PROCEDURAL,0,3,1660
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182709,B,PROCEDURAL,1,2,1656
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182709,C,RELATIONAL,2,1,1556
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182735,A,PROCEDURAL,0,2,1718
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182735,B,MIXED,2,2,1813
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182735,C,MIXED,1,1,1815
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182805,A,PROCEDURAL,0,2,1735
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182805,B,RELATIONAL,3,1,1807
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182805,C,RELATIONAL,3,1,1745
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182833,A,PROCEDURAL,0,2,1688
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182833,B,RELATIONAL,2,1,1793
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182833,C,MIXED,1,1,1750
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182903,A,PROCEDURAL,1,2,1684
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182903,B,RELATIONAL,2,1,1761
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182903,C,PROCEDURAL,0,4,1683
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182931,A,MIXED,1,1,1548
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182931,B,MIXED,2,2,1787
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182931,C,PROCEDURAL,0,3,1621
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182959,A,PROCEDURAL,0,1,1653
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182959,B,RELATIONAL,1,0,1760
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_182959,C,PROCEDURAL,0,4,1695
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_183024,A,PROCEDURAL,0,1,1543
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_183024,B,RELATIONAL,3,1,1650
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_183024,C,PROCEDURAL,0,2,1532
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_183051,A,EMPTY,0,0,1547
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_183051,B,RELATIONAL,5,0,1729
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_183051,C,PROCEDURAL,0,2,1547
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_183117,A,PROCEDURAL,1,2,1742
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_183117,B,RELATIONAL,2,1,1701
rough_start_none_reflection_max_openai_20260517_182625,gpt-5.1-2025-11-13,recovery,20260517_183117,C,PROCEDURAL,2,3,1773
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251208_235433,A,RELATIONAL,3,2,1492
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251208_235433,B,RELATIONAL,3,2,1376
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251208_235433,C,RELATIONAL,5,2,1709
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251208_235937,A,MIXED,3,3,1531
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251208_235937,B,PROCEDURAL,1,2,1472
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251208_235937,C,MIXED,1,1,1753
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_000342,A,MIXED,4,3,1567
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_000342,B,PROCEDURAL,1,4,1639
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_000342,C,PROCEDURAL,2,3,1476
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_000543,A,RELATIONAL,3,2,1682
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_000543,B,PROCEDURAL,1,2,1688
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_000543,C,PROCEDURAL,0,2,1574
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_000730,A,MIXED,3,3,1493
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_000730,B,PROCEDURAL,2,3,1666
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_000730,C,PROCEDURAL,1,2,1551
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_000907,A,MIXED,4,3,1486
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_000907,B,PROCEDURAL,1,2,1543
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_000907,C,PROCEDURAL,0,1,1505
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_001034,A,MIXED,4,3,1529
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_001034,B,RELATIONAL,3,1,1494
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_001034,C,MIXED,2,2,1571
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_001346,A,RELATIONAL,4,1,1484
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_001346,B,RELATIONAL,3,1,1547
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_001346,C,PROCEDURAL,0,3,1432
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_001526,A,PROCEDURAL,1,2,1592
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_001526,B,PROCEDURAL,0,1,1661
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_001526,C,PROCEDURAL,0,2,1451
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_001716,A,PROCEDURAL,2,3,1545
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_001716,B,MIXED,1,1,1585
trust_converge_high_reflection_max_20251208_235433,gpt5.1-high,smooth,20251209_001716,C,RELATIONAL,2,1,1511
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_002315,A,MIXED,3,3,1530
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_002315,B,PROCEDURAL,1,4,1343
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_002315,C,RELATIONAL,6,4,1681
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_002804,A,MIXED,4,3,1595
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_002804,B,PROCEDURAL,2,5,1685
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_002804,C,MIXED,1,1,1492
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_003313,A,RELATIONAL,4,2,1696
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_003313,B,PROCEDURAL,1,2,1455
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_003313,C,PROCEDURAL,1,3,1732
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_003532,A,PROCEDURAL,1,3,1829
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_003532,B,RELATIONAL,4,0,1490
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_003532,C,MIXED,3,3,1609
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_003723,A,MIXED,2,2,1786
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_003723,B,RELATIONAL,4,2,1784
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_003723,C,RELATIONAL,3,1,1508
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_003900,A,RELATIONAL,4,2,1483
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_003900,B,RELATIONAL,4,1,1747
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_003900,C,RELATIONAL,2,1,1555
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_004016,A,RELATIONAL,4,1,1554
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_004016,B,RELATIONAL,4,2,1620
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_004016,C,PROCEDURAL,1,2,1549
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_004143,A,RELATIONAL,4,2,1454
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_004143,B,RELATIONAL,5,3,1750
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_004143,C,RELATIONAL,2,1,1527
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_004346,A,RELATIONAL,6,2,1573
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_004346,B,RELATIONAL,5,1,1552
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_004346,C,RELATIONAL,2,1,1572
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_004538,A,RELATIONAL,4,1,1507
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_004538,B,RELATIONAL,5,1,1621
trust_converge_high_reflection_max_20251210_002315,gpt5.1-high,smooth,20251210_004538,C,MIXED,1,1,1652
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_005720,A,RELATIONAL,4,2,1543
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_005720,B,PROCEDURAL,2,4,1483
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_005720,C,RELATIONAL,1,0,1400
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_010222,A,MIXED,2,2,1607
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_010222,B,RELATIONAL,3,2,1550
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_010222,C,RELATIONAL,5,3,1459
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_010644,A,MIXED,2,2,1732
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_010644,B,MIXED,4,3,1880
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_010644,C,PROCEDURAL,2,3,1609
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_010932,A,PROCEDURAL,1,2,1587
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_010932,B,RELATIONAL,2,0,1556
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_010932,C,PROCEDURAL,2,3,1490
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_011135,A,PROCEDURAL,2,3,1635
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_011135,B,PROCEDURAL,1,3,1704
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_011135,C,MIXED,3,4,1357
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_011308,A,RELATIONAL,2,1,1649
trust_converge_high_reflection_max_20251210_005720,gpt5.1-high,smooth,20251210_011308,B,PROCEDURAL,1,3,1647
